# x1,	x2,	probability,	lower bound,	upper bound
0.9167208333333334,	0.14590416666666667,	0.0485891487523068,	0.01194481382344964,	0.1449183025562764
0.9167208333333334,	0.16673333333333334,	0.11367755053065332,	0.041868938377983556,	0.24667130061858428
0.9167208333333334,	0.18756250000000002,	0.21680180272657829,	0.10618202121152054,	0.37486749746149506
0.9167208333333334,	0.2083916666666667,	0.3371301048755475,	0.19883246367446394,	0.5020673967820738
0.9167208333333334,	0.22922083333333337,	0.4419181814912756,	0.291482162620537,	0.6013505972619863
0.9167208333333334,	0.25005000000000005,	0.5085503424891047,	0.3556534390845456,	0.6601856388526958
0.9167208333333334,	0.2708791666666667,	0.5295060723010088,	0.3770321601282357,	0.6777231560036312
0.9167208333333334,	0.2917083333333334,	0.505331043684708,	0.35374964763996763,	0.6561371616497612
0.9167208333333334,	0.3125375000000001,	0.44065197772116244,	0.29283805406679336,	0.597344543741117
0.9167208333333334,	0.33336666666666676,	0.34669226982337775,	0.21045886039544626,	0.506501586506576
0.9167208333333334,	0.35419583333333343,	0.24349504098114355,	0.129394379005422,	0.39706570907476324
0.9167208333333334,	0.3750250000000001,	0.153500271265525,	0.06837648380064665,	0.28941998928043355
0.9167208333333334,	0.3958541666666668,	0.08969919669161897,	0.03223915954103718,	0.2014758213838756
0.9167208333333334,	0.41668333333333346,	0.051579312860360826,	0.014534834400465324,	0.14075821508334452
0.9167208333333334,	0.43751250000000014,	0.03153752459664433,	0.0068224480783170005,	0.1054953700046577
0.9167208333333334,	0.4583416666666668,	0.022190485914749036,	0.0036107751513159703,	0.09102031473176742
0.9167208333333334,	0.4791708333333335,	0.01911408853668034,	0.0022878516818701233,	0.09521289331137667
0.9167208333333334,	0.5000000000000001,	0.020681884414780027,	0.001798362564713607,	0.12136142919192644
1.00005,	1.0E-4,	0.001480661265464922,	7.69131418609792E-6,	0.05258260820302335
1.00005,	0.020929166666666665,	9.710602419054637E-4,	6.289988153607151E-6,	0.03358008330927442
1.00005,	0.04175833333333333,	8.405819415321369E-4,	7.898339550060918E-6,	0.024671592621835603
1.00005,	0.06258749999999999,	0.0010151833184591785,	1.5870724453415086E-5,	0.022167505963410772
1.00005,	0.08341666666666665,	0.0017178032641088636,	4.948944362875851E-5,	0.025083423920356285
1.00005,	0.10424583333333332,	0.003847190003555989,	2.1450794736949108E-4,	0.03523876672127718
1.00005,	0.125075,	0.010210415228459946,	0.0010864536298136884,	0.05803007950292571
1.00005,	0.14590416666666667,	0.0279908976031355,	0.005286130149095847,	0.10278754733569095
1.00005,	0.16673333333333334,	0.06987826195281366,	0.020948971918828996,	0.1790832993025741
1.00005,	0.18756250000000002,	0.14634816441284293,	0.061592866763977794,	0.28674763510049406
1.00005,	0.2083916666666667,	0.25037733995206857,	0.1325039649512172,	0.4082794701185589
1.00005,	0.22922083333333337,	0.3558414942062027,	0.21736161206586735,	0.5167272646951313
1.00005,	0.25005000000000005,	0.43557237312363534,	0.2886277775954531,	0.5921149438632787
1.00005,	0.2708791666666667,	0.4751204136737789,	0.3263157455870387,	0.6275232817538048
1.00005,	0.2917083333333334,	0.47155530180851135,	0.32355359928616867,	0.6236430875574621
1.00005,	0.3125375000000001,	0.4283816190681867,	0.28386324062106516,	0.583326597967747
1.00005,	0.33336666666666676,	0.3547525870601053,	0.21931180012625773,	0.5117583543296221
1.00005,	0.35419583333333343,	0.26655203192125876,	0.1483248755289226,	0.4196048563943277
1.00005,	0.3750250000000001,	0.18288660854660044,	0.08853247861382318,	0.32312036769163777
1.00005,	0.3958541666666668,	0.11767983803857734,	0.04823714808889812,	0.23849917024727685
1.00005,	0.41668333333333346,	0.07454129295296291,	0.02544155335723919,	0.17538551689080029
1.00005,	0.43751250000000014,	0.049517059751008674,	0.013918782491037285,	0.13576613187972952
1.00005,	0.4583416666666668,	0.03684056684341125,	0.008382783964556995,	0.11793602983344126
1.00005,	0.4791708333333335,	0.03238776704987545,	0.005773773682881178,	0.12141732431764712
1.00005,	0.5000000000000001,	0.03451914627316216,	0.0046399734282028815,	0.15038743249178177
1.0833791666666668,	1.0E-4,	0.0022366542917615084,	1.292445331696479E-5,	0.06968462777095186
1.0833791666666668,	0.020929166666666665,	0.00139705101712978,	9.530337994445581E-6,	0.04424345976067923
1.0833791666666668,	0.04175833333333333,	0.0011030268740167548,	1.0232828684397788E-5,	0.03128506199703218
1.0833791666666668,	0.06258749999999999,	0.0011693022548951437,	1.6886169247165572E-5,	0.026156895559909243
1.0833791666666668,	0.08341666666666665,	0.0016990375977706251,	4.2662701459361685E-5,	0.026832947638179783
1.0833791666666668,	0.10424583333333332,	0.0032808508797913527,	1.5325237346297538E-4,	0.03385938602386074
1.0833791666666668,	0.125075,	0.007752236884811969,	6.807910374929116E-4,	0.050702707170627026
1.0833791666666668,	0.14590416666666667,	0.019920567308296278,	0.0031322588027257736,	0.08422835842045989
1.0833791666666668,	0.16673333333333334,	0.04924102607318298,	0.012604907155077283,	0.14313436322916595
1.0833791666666668,	0.18756250000000002,	0.1065464096161331,	0.039519834059827896,	0.23149682456398007
1.0833791666666668,	0.2083916666666667,	0.19261731183993003,	0.09257541194915192,	0.3403448110481304
1.0833791666666668,	0.22922083333333337,	0.2905579657971692,	0.16524575836484034,	0.4481303136492023
1.0833791666666668,	0.25005000000000005,	0.3752908762317302,	0.23622767545466766,	0.5329728626838145
1.0833791666666668,	0.2708791666666667,	0.42862479756328964,	0.2844956525023354,	0.5830822061907448
1.0833791666666668,	0.2917083333333334,	0.44377811740027445,	0.2992088305771152,	0.5963393334525593
1.0833791666666668,	0.3125375000000001,	0.4220218915594145,	0.2798849553602064,	0.5752419775555284
1.0833791666666668,	0.33336666666666676,	0.370053442924008,	0.23412953900050293,	0.5246751610786302
1.0833791666666668,	0.35419583333333343,	0.2996371001781174,	0.17553696776509753,	0.4528829522597869
1.0833791666666668,	0.3750250000000001,	0.22581426928281284,	0.1192739457872185,	0.37191659016236767
1.0833791666666668,	0.3958541666666668,	0.1618254287622896,	0.07564391709614637,	0.2949541037140453
1.0833791666666668,	0.41668333333333346,	0.11441420112668416,	0.04696099090251277,	0.23217516945791844
1.0833791666666668,	0.43751250000000014,	0.08370953965324018,	0.030104671876967803,	0.18893400055483733
1.0833791666666668,	0.4583416666666668,	0.06662598073457704,	0.020751747130464515,	0.16743855798490842
1.0833791666666668,	0.4791708333333335,	0.06015809185096871,	0.015639063795828856,	0.1701989375367004
1.0833791666666668,	0.5000000000000001,	0.0630044597203947,	0.012908834205142938,	0.20295301619240752
1.1667083333333335,	1.0E-4,	0.0034908109766677575,	2.4453740206542562E-5,	0.09099517649017719
1.1667083333333335,	0.020929166666666665,	0.0021638748469368085,	1.7323404845559498E-5,	0.05868566938446523
1.1667083333333335,	0.04175833333333333,	0.0016360233697708115,	1.7000615004481023E-5,	0.04119014921168995
1.1667083333333335,	0.06258749999999999,	0.0015978335893579998,	2.4414578080000915E-5,	0.033226094033341924
1.1667083333333335,	0.08341666666666665,	0.002069421693702833,	5.1774767314105574E-5,	0.03196687193372738
1.1667083333333335,	0.10424583333333332,	0.003500867276394315,	1.5443376270551923E-4,	0.03706772125176527
1.1667083333333335,	0.125075,	0.007290490733143529,	5.819273176622675E-4,	0.05074720135260219
1.1667083333333335,	0.14590416666666667,	0.01699804505234004,	0.002385450066821948,	0.07807678509208782
1.1667083333333335,	0.16673333333333334,	0.039802233605898185,	0.009098957641913097,	0.1262278601874663
1.1667083333333335,	0.18756250000000002,	0.08519693980169712,	0.0286001012940299,	0.2004259523271304
1.1667083333333335,	0.2083916666666667,	0.15736084601494527,	0.06974905030846468,	0.2969942871106822
1.1667083333333335,	0.22922083333333337,	0.2467242210437311,	0.13191374683610352,	0.40041291158409886
1.1667083333333335,	0.25005000000000005,	0.3329506164902234,	0.20055660911852058,	0.4904560181776415
1.1667083333333335,	0.2708791666666667,	0.3971776172586934,	0.2565322550369426,	0.5528063325486906
1.1667083333333335,	0.2917083333333334,	0.42963338931379197,	0.2867140419181101,	0.5825396337628516
1.1667083333333335,	0.3125375000000001,	0.4289519680071775,	0.28693733892914747,	0.5809280611626051
1.1667083333333335,	0.33336666666666676,	0.39921894188236157,	0.2605123389681787,	0.5521234623520211
1.1667083333333335,	0.35419583333333343,	0.3485129854292306,	0.21634332169816367,	0.5023641603026657
1.1667083333333335,	0.3750250000000001,	0.28786267363216916,	0.1663739207183354,	0.44011205829052624
1.1667083333333335,	0.3958541666666668,	0.2286656314160852,	0.12135828430518286,	0.3751388162160546
1.1667083333333335,	0.41668333333333346,	0.17928789016643204,	0.08707741363697585,	0.31661320215519606
1.1667083333333335,	0.43751250000000014,	0.1434540707069269,	0.06393390347248457,	0.2718280485285304
1.1667083333333335,	0.4583416666666668,	0.12134895206153162,	0.04930049635853395,	0.2467143419592604
1.1667083333333335,	0.4791708333333335,	0.11189781682361838,	0.039972679374434106,	0.24762235182401593
1.1667083333333335,	0.5000000000000001,	0.11452836821026663,	0.03364013634237284,	0.28237949319294664
1.2500375000000001,	1.0E-4,	0.005125228024195794,	4.4250545546520303E-5,	0.11229798279500841
1.2500375000000001,	0.020929166666666665,	0.0032065067953808146,	3.1023547083286473E-5,	0.07396601999786301
1.2500375000000001,	0.04175833333333333,	0.0023822699639199363,	2.8880640040640504E-5,	0.052262833832504574
1.2500375000000001,	0.06258749999999999,	0.0022130423872345206,	3.755032070912323E-5,	0.04157952398140158
1.2500375000000001,	0.08341666666666665,	0.0026384194385644655,	6.917311290322026E-5,	0.03851769414488915
1.2500375000000001,	0.10424583333333332,	0.004010691034597391,	1.7498629071083238E-4,	0.042070710692775626
1.2500375000000001,	0.125075,	0.007454123945374869,	5.610457779334777E-4,	0.053565595174813074
1.2500375000000001,	0.14590416666666667,	0.01573878792965905,	0.002021021288658109,	0.07677506985703941
1.2500375000000001,	0.16673333333333334,	0.03446082195773076,	0.0071354301406982845,	0.11751643316054478
1.2500375000000001,	0.18756250000000002,	0.07170923934652601,	0.02193748402914736,	0.18112816319517994
1.2500375000000001,	0.2083916666666667,	0.13322696842538867,	0.054654740058856954,	0.267225095521166
1.2500375000000001,	0.22922083333333337,	0.2148864721849043,	0.10832028152414253,	0.36555476468236864
1.2500375000000001,	0.25005000000000005,	0.30152425421006457,	0.1743666705671123,	0.45898378306983084
1.2500375000000001,	0.2708791666666667,	0.37525646940210117,	0.23671002512006306,	0.5322787679900474
1.2500375000000001,	0.2917083333333334,	0.42411812115924186,	0.28116655107123845,	0.5779457089330113
1.2500375000000001,	0.3125375000000001,	0.4440541434308342,	0.3004799900350709,	0.5954642022634218
1.2500375000000001,	0.33336666666666676,	0.4366916463250594,	0.2942139354412796,	0.5879951162328303
1.2500375000000001,	0.35419583333333343,	0.4072052237669311,	0.26718094716489194,	0.5603596485520015
1.2500375000000001,	0.3750250000000001,	0.3632434179297426,	0.2278470922887344,	0.5184845372747487
1.2500375000000001,	0.3958541666666668,	0.3137359697378748,	0.18589935548039876,	0.4691259477326472
1.2500375000000001,	0.41668333333333346,	0.26695787449923014,	0.14901469206683032,	0.41940695967303837
1.2500375000000001,	0.43751250000000014,	0.2287760182266103,	0.12071501913456267,	0.3766284882448079
1.2500375000000001,	0.4583416666666668,	0.20225175707849075,	0.1004729098246076,	0.34887896637996724
1.2500375000000001,	0.4791708333333335,	0.18855045104989243,	0.08532947669545082,	0.34590070118167937
1.2500375000000001,	0.5000000000000001,	0.1881470497219936,	0.07239609820407517,	0.3777806306138496
1.3333666666666668,	1.0E-4,	0.006673298754022949,	6.808433182819984E-5,	0.12845116486077574
1.3333666666666668,	0.020929166666666665,	0.004205648015045638,	4.728566666578615E-5,	0.08595651645533237
1.3333666666666668,	0.04175833333333333,	0.003088642712695322,	4.213879751008287E-5,	0.06122877266851251
1.3333666666666668,	0.06258749999999999,	0.002766836201820888,	5.043520118508393E-5,	0.04846504913473271
1.3333666666666668,	0.08341666666666665,	0.0030961378428931985,	8.246974453318678E-5,	0.04387213726875133
1.3333666666666668,	0.10424583333333332,	0.004320143262380394,	1.809431023742647E-4,	0.04594482358052532
1.3333666666666668,	0.125075,	0.007301135627376332,	5.031019419183269E-4,	0.05531081699645163
1.3333666666666668,	0.14590416666666667,	0.014141471507764014,	0.0016139723113119953,	0.07471820108361044
1.3333666666666668,	0.16673333333333334,	0.02914591350502821,	0.005319636363138036,	0.10885041212122148
1.3333666666666668,	0.18756250000000002,	0.05910910547898229,	0.016102124437455234,	0.1628710777809263
1.3333666666666668,	0.2083916666666667,	0.11061531494961879,	0.041267634411428555,	0.23873950473916017
1.3333666666666668,	0.22922083333333337,	0.18394536797348704,	0.08637489067103876,	0.3308956116009422
1.3333666666666668,	0.25005000000000005,	0.26923404034547693,	0.1482944462261021,	0.42603179684870757
1.3333666666666668,	0.2708791666666667,	0.3506018724039126,	0.21475768702869863,	0.5090269480321827
1.3333666666666668,	0.2917083333333334,	0.4143859861811782,	0.27143708751439266,	0.5698211307423882
1.3333666666666668,	0.3125375000000001,	0.45363271829201945,	0.3084414813580251,	0.6053793480880905
1.3333666666666668,	0.33336666666666676,	0.467472990411521,	0.32204026379677697,	0.617436037396507
1.3333666666666668,	0.35419583333333343,	0.45885012296791566,	0.3136776459352315,	0.6097972292777684
1.3333666666666668,	0.3750250000000001,	0.4329811306542996,	0.2886877073893238,	0.5869256402935205
1.3333666666666668,	0.3958541666666668,	0.39651143865098976,	0.2548347729837949,	0.5535271395573516
1.3333666666666668,	0.41668333333333346,	0.3565513688048315,	0.2200004140541153,	0.514680698452504
1.3333666666666668,	0.43751250000000014,	0.31945261121487634,	0.18955796311981238,	0.47650247305494453
1.3333666666666668,	0.4583416666666668,	0.2899252817429332,	0.16477674685056903,	0.44741606187682426
1.3333666666666668,	0.4791708333333335,	0.27094611878047414,	0.14308325858503818,	0.43906541275091376
1.3333666666666668,	0.5000000000000001,	0.2641953492734376,	0.12115488629609783,	0.463469755456321
1.4166958333333335,	1.0E-4,	0.007529440940371113,	8.39726894295012E-5,	0.13588264247369158
1.4166958333333335,	0.020929166666666665,	0.004719395742781796,	5.6815894931783184E-5,	0.09142949722201588
1.4166958333333335,	0.04175833333333333,	0.003404199628253668,	4.8046469491080934E-5,	0.06528020587300365
1.4166958333333335,	0.06258749999999999,	0.002944137232097077,	5.298304761669481E-5,	0.051406195140513034
1.4166958333333335,	0.08341666666666665,	0.0031188508255159952,	7.770470675960706E-5,	0.04572750159548594
1.4166958333333335,	0.10424583333333332,	0.004051176642150933,	1.5050581160891419E-4,	0.04636967798904429
1.4166958333333335,	0.125075,	0.0063286550733046565,	3.707210403917638E-4,	0.053398415552351086
1.4166958333333335,	0.14590416666666667,	0.011420824544071673,	0.0010823048814742608,	0.06870832291625789
1.4166958333333335,	0.16673333333333334,	0.022445347295562912,	0.003399204981824888,	0.0959815815652652
1.4166958333333335,	0.18756250000000002,	0.04483379533916332,	0.010332998361924528,	0.14000962342004653
1.4166958333333335,	0.2083916666666667,	0.08531191741284438,	0.027788357106932948,	0.20438388626414122
1.4166958333333335,	0.22922083333333337,	0.14762648046352023,	0.06261639533708391,	0.2876850911160982
1.4166958333333335,	0.25005000000000005,	0.22738358869006065,	0.1165772172613086,	0.3810555376563197
1.4166958333333335,	0.2708791666666667,	0.31201956775658757,	0.1822347552645157,	0.4707493081182617
1.4166958333333335,	0.2917083333333334,	0.3870645075724439,	0.24644760141077732,	0.5444911142695936
1.4166958333333335,	0.3125375000000001,	0.44249387874225854,	0.2972764801305892,	0.5959784059363643
1.4166958333333335,	0.33336666666666676,	0.47449163931460636,	0.3278639840092162,	0.6247013303599381
1.4166958333333335,	0.35419583333333343,	0.4838726660813169,	0.33666475410775576,	0.6333391877922859
1.4166958333333335,	0.3750250000000001,	0.47413073217404234,	0.3264050854778393,	0.625546685572503
1.4166958333333335,	0.3958541666666668,	0.45029785636941616,	0.3028962433632718,	0.6049847330473425
1.4166958333333335,	0.41668333333333346,	0.41825716098103843,	0.27327156288485366,	0.5754394799405125
1.4166958333333335,	0.43751250000000014,	0.38398757763134506,	0.24346505721792633,	0.541871905293269
1.4166958333333335,	0.4583416666666668,	0.35276835107181626,	0.21581130422233097,	0.5122470875658409
1.4166958333333335,	0.4791708333333335,	0.32868938214041354,	0.18828501623958005,	0.4988684597039116
1.4166958333333335,	0.5000000000000001,	0.31456177763483945,	0.15777791019279092,	0.5150408602283006
1.5000250000000002,	1.0E-4,	0.007434686045217465,	8.349809152452536E-5,	0.13419883838113456
1.5000250000000002,	0.020929166666666665,	0.004562618163283794,	5.388999417155205E-5,	0.08975299874670811
1.5000250000000002,	0.04175833333333333,	0.003199238782449043,	4.2676560502774574E-5,	0.06370318188458923
1.5000250000000002,	0.06258749999999999,	0.002662156246916958,	4.321431705062162E-5,	0.04971542060836809
1.5000250000000002,	0.08341666666666665,	0.002680014561384947,	5.721887593812536E-5,	0.043505868134898484
1.5000250000000002,	0.10424583333333332,	0.003272424505428362,	9.922853145682975E-5,	0.04295835409542165
1.5000250000000002,	0.125075,	0.004786461294248756,	2.203601347461892E-4,	0.04772194480180547
1.5000250000000002,	0.14590416666666667,	0.008150228822706884,	5.954810461573645E-4,	0.05900280490519605
1.5000250000000002,	0.16673333333333334,	0.01543077723569658,	0.0018082836894198207,	0.0795798129867833
1.5000250000000002,	0.18756250000000002,	0.030591853212359743,	0.00559357902016,	0.11361340299687622
1.5000250000000002,	0.2083916666666667,	0.059579135215364565,	0.016007812938891086,	0.1654215028690031
1.5000250000000002,	0.22922083333333337,	0.10801922077099918,	0.03945393646994361,	0.23662418906709942
1.5000250000000002,	0.25005000000000005,	0.17638787162391684,	0.08095954889441898,	0.3228330378890728
1.5000250000000002,	0.2708791666666667,	0.25683612944765727,	0.13852437013456503,	0.4132129868024401
1.5000250000000002,	0.2917083333333334,	0.33604213110275355,	0.20228980909045846,	0.4947707082036549
1.5000250000000002,	0.3125375000000001,	0.4017112212644829,	0.25980532595003736,	0.5580807965393988
1.5000250000000002,	0.33336666666666676,	0.4467941961123398,	0.30154252324563,	0.599649183976799
1.5000250000000002,	0.35419583333333343,	0.46959413353639207,	0.3230324977336678,	0.620447122516613
1.5000250000000002,	0.3750250000000001,	0.47199540766861425,	0.32461299250333353,	0.6233640411535882
1.5000250000000002,	0.3958541666666668,	0.45792370229284823,	0.3103748069870874,	0.6115864805211042
1.5000250000000002,	0.41668333333333346,	0.43245782677541555,	0.2865031972064773,	0.588383651267326
1.5000250000000002,	0.43751250000000014,	0.40118077291760035,	0.2588251716659965,	0.558192283719785
1.5000250000000002,	0.4583416666666668,	0.3695155800343765,	0.23018116198198502,	0.5286899451756863
1.5000250000000002,	0.4791708333333335,	0.3421638539982249,	0.1993120278807487,	0.5123459717772199
1.5000250000000002,	0.5000000000000001,	0.32278273777736477,	0.16412809704927817,	0.5230339173943079
1.5833541666666668,	1.0E-4,	0.006675002432793842,	7.14305585435282E-5,	0.1260165679022297
1.5833541666666668,	0.020929166666666665,	0.0039627701851214225,	4.338272854415015E-5,	0.08294215337285565
1.5833541666666668,	0.04175833333333333,	0.0026814337740511673,	3.197466068305399E-5,	0.058087265309085034
1.5833541666666668,	0.06258749999999999,	0.0021447056637335926,	2.9809599474128756E-5,	0.04477308061736174
1.5833541666666668,	0.08341666666666665,	0.002063205831995152,	3.601780929218812E-5,	0.03859691420850697
1.5833541666666668,	0.10424583333333332,	0.0023932602166369943,	5.6797106803729847E-5,	0.03732842963987493
1.5833541666666668,	0.125075,	0.003318157382994902,	1.154485652612447E-4,	0.040356823081849846
1.5833541666666668,	0.14590416666666667,	0.005385829946326692,	2.915686339837742E-4,	0.0483866299838438
1.5833541666666668,	0.16673333333333334,	0.009873835976864753,	8.574051870769428E-4,	0.06343295496455942
1.5833541666666668,	0.18756250000000002,	0.019418491612916644,	0.0026852370169596074,	0.0888467848876579
1.5833541666666668,	0.2083916666666667,	0.038543268928952434,	0.008119851251877086,	0.12877309331297787
1.5833541666666668,	0.22922083333333337,	0.07285574996557842,	0.021793149715581217,	0.1862910191994322
1.5833541666666668,	0.25005000000000005,	0.12570034739463243,	0.049302496807413,	0.2603544126471231
1.5833541666666668,	0.2708791666666667,	0.19397358035192402,	0.09268481958585456,	0.34373509806933905
1.5833541666666668,	0.2917083333333334,	0.2676736657957401,	0.14681160921925052,	0.4248420250195007
1.5833541666666668,	0.3125375000000001,	0.33449202842019155,	0.20127835664235666,	0.4928107691332224
1.5833541666666668,	0.33336666666666676,	0.3851110702655224,	0.24559917488991467,	0.5415087333424949
1.5833541666666668,	0.35419583333333343,	0.41530104283277697,	0.27301596697914227,	0.5697972265234147
1.5833541666666668,	0.3750250000000001,	0.4251622781495854,	0.2816595477308127,	0.5794590954837412
1.5833541666666668,	0.3958541666666668,	0.4176056723110058,	0.27402195280759334,	0.573247717346927
1.5833541666666668,	0.41668333333333346,	0.39717874665457953,	0.2553225617216481,	0.5542951721961075
1.5833541666666668,	0.43751250000000014,	0.369233210685182,	0.2309913389429744,	0.5270340380001532
1.5833541666666668,	0.4583416666666668,	0.3392106992521208,	0.20406424211581947,	0.49918420841912914
1.5833541666666668,	0.4791708333333335,	0.31204990013455003,	0.1741896977198379,	0.48310625273588165
1.5833541666666668,	0.5000000000000001,	0.2917899150138679,	0.14062218094033907,	0.49250102178188315
1.6666833333333335,	1.0E-4,	0.0058008000672915006,	5.854192187576546E-5,	0.11586402347259056
1.6666833333333335,	0.020929166666666665,	0.003319603267344151,	3.350379415090199E-5,	0.07462716275085501
1.6666833333333335,	0.04175833333333333,	0.002168386312721371,	2.315444733058669E-5,	0.05137996028203162
1.6666833333333335,	0.06258749999999999,	0.0016764026458137016,	2.0158425860339335E-5,	0.03910843741737008
1.6666833333333335,	0.08341666666666665,	0.0015579433343945737,	2.2665810369248973E-5,	0.03335238025360299
1.6666833333333335,	0.10424583333333332,	0.0017417826676021653,	3.320210778634536E-5,	0.03185714045883731
1.6666833333333335,	0.125075,	0.0023227328920349954,	6.286628388540993E-5,	0.03387894680656994
1.6666833333333335,	0.14590416666666667,	0.003630943550587018,	1.4952494513642556E-4,	0.03979602860416098
1.6666833333333335,	0.16673333333333334,	0.006458865947587544,	4.230658679508781E-4,	0.0510441106410463
1.6666833333333335,	0.18756250000000002,	0.012502674376933753,	0.0013142207911815973,	0.070174708021634
1.6666833333333335,	0.2083916666666667,	0.02488819494064437,	0.004075639180810664,	0.10062073405442873
1.6666833333333335,	0.22922083333333337,	0.04806040588091737,	0.01153771217838695,	0.14554521585229174
1.6666833333333335,	0.25005000000000005,	0.08586810603969713,	0.027989245917802386,	0.2055129936167921
1.6666833333333335,	0.2708791666666667,	0.13808588477471184,	0.05662638589424329,	0.2761964200323843
1.6666833333333335,	0.2917083333333334,	0.19846376834585905,	0.0959238437717937,	0.3485974316859688
1.6666833333333335,	0.3125375000000001,	0.2569369030885586,	0.13901779062787406,	0.4125880276051788
1.6666833333333335,	0.33336666666666676,	0.3041545859570317,	0.17694833201042565,	0.4609981264870725
1.6666833333333335,	0.35419583333333343,	0.3345659473496813,	0.20259170017763456,	0.49111237189523677
1.6666833333333335,	0.3750250000000001,	0.34686906745885293,	0.21288300855796338,	0.5035438794649557
1.6666833333333335,	0.3958541666666668,	0.34301792522615604,	0.2090584351678378,	0.5004833335668996
1.6666833333333335,	0.41668333333333346,	0.3270039160007472,	0.1952677919211812,	0.4849409647576719
1.6666833333333335,	0.43751250000000014,	0.30380779216757514,	0.17614433004456564,	0.46144228164972056
1.6666833333333335,	0.4583416666666668,	0.2785469258704206,	0.1544592395755997,	0.43768817632827794
1.6666833333333335,	0.4791708333333335,	0.2558616222226193,	0.1304106339034362,	0.4254926272456605
1.6666833333333335,	0.5000000000000001,	0.2395580834467093,	0.10404054469974006,	0.43778393901638263
1.7500125000000002,	1.0E-4,	0.00531065289928323,	5.227730651369278E-5,	0.10933678421578236
1.7500125000000002,	0.020929166666666665,	0.0029564714074129528,	2.8740473652644205E-5,	0.06914081412331219
1.7500125000000002,	0.04175833333333333,	0.0018843011495160433,	1.9048446942504516E-5,	0.04695851359824582
1.7500125000000002,	0.06258749999999999,	0.0014266765788776836,	1.588829588816676E-5,	0.03546898820528166
1.7500125000000002,	0.08341666666666665,	0.0013009300519347122,	1.7086535263610703E-5,	0.030138466084992266
1.7500125000000002,	0.10424583333333332,	0.0014253233086802264,	2.3869513972707423E-5,	0.028692150725559917
1.7500125000000002,	0.125075,	0.0018554180938772924,	4.2969857143471124E-5,	0.030307094171081628
1.7500125000000002,	0.14590416666666667,	0.0028185412671350996,	9.711752565910725E-5,	0.03515135718096396
1.7500125000000002,	0.16673333333333334,	0.004861056314803547,	2.624493385255944E-4,	0.04424650668727936
1.7500125000000002,	0.18756250000000002,	0.009144244868016516,	7.883381329103489E-4,	0.05946714914956164
1.7500125000000002,	0.2083916666666667,	0.01782139846215719,	0.0024068875177596927,	0.08337538585179849
1.7500125000000002,	0.22922083333333337,	0.034059939060628985,	0.006837480665432105,	0.11845690650526591
1.7500125000000002,	0.25005000000000005,	0.06089910837797624,	0.016898610773326217,	0.16551116111133635
1.7500125000000002,	0.2708791666666667,	0.09884030176462827,	0.03511571649860473,	0.2218499249277489
1.7500125000000002,	0.2917083333333334,	0.1440155517748642,	0.06117819348701942,	0.2809764076271168
1.7500125000000002,	0.3125375000000001,	0.18912581591470085,	0.09087021416459312,	0.3347518715083403
1.7500125000000002,	0.33336666666666676,	0.2266035825931209,	0.1178516440364028,	0.37662270539282616
1.7500125000000002,	0.35419583333333343,	0.25140520730652216,	0.13661421603057172,	0.4034254584740205
1.7500125000000002,	0.3750250000000001,	0.26196319669393175,	0.14456706055189922,	0.41504491565170754
1.7500125000000002,	0.3958541666666668,	0.2596911629352442,	0.142493428921578,	0.41316461935974047
1.7500125000000002,	0.41668333333333346,	0.24793310969658655,	0.13345356003289754,	0.40059653234890114
1.7500125000000002,	0.43751250000000014,	0.2308998858820046,	0.12080018752543092,	0.3817922811075726
1.7500125000000002,	0.4583416666666668,	0.21283735810433474,	0.10641258214092125,	0.36414717193710044
1.7500125000000002,	0.4791708333333335,	0.19753100806897783,	0.09031425593543618,	0.35862961617729305
1.7500125000000002,	0.5000000000000001,	0.18810050752500013,	0.07255438432484707,	0.37721332674255065
1.8333416666666669,	1.0E-4,	0.005667409595083883,	5.766146678165551E-5,	0.11341869238165958
1.8333416666666669,	0.020929166666666665,	0.0031518224804192863,	3.158403732272941E-5,	0.07180826596743056
1.8333416666666669,	0.04175833333333333,	0.0020065716142953494,	2.079368763852063E-5,	0.04888375223643893
1.8333416666666669,	0.06258749999999999,	0.0015180117041940777,	1.716853728772616E-5,	0.037088469645723265
1.8333416666666669,	0.08341666666666665,	0.0013811647071794164,	1.8179859276101773E-5,	0.03168652794113047
1.8333416666666669,	0.10424583333333332,	0.0015026029199525781,	2.4803280416429985E-5,	0.030263370826835112
1.8333416666666669,	0.125075,	0.0019252862485676925,	4.3134349321016785E-5,	0.03186826120040287
1.8333416666666669,	0.14590416666666667,	0.0028456208298009433,	9.307799381425008E-5,	0.03648482829133781
1.8333416666666669,	0.16673333333333334,	0.004719542948991962,	2.3791512879606236E-4,	0.04480588336485947
1.8333416666666669,	0.18756250000000002,	0.008464763491737803,	6.734126545560049E-4,	0.05813098319713861
1.8333416666666669,	0.2083916666666667,	0.015683479950000523,	0.0019433538146627072,	0.07815978784360694
1.8333416666666669,	0.22922083333333337,	0.028588579414823234,	0.0052613833704404644,	0.10642843331438684
1.8333416666666669,	0.25005000000000005,	0.04913408528999924,	0.012515205028820697,	0.14328344492988004
1.8333416666666669,	0.2708791666666667,	0.07738532864208786,	0.02523936857239495,	0.18676589336009453
1.8333416666666669,	0.2917083333333334,	0.11037918935412805,	0.042917099688681515,	0.2323180974014339
