 0 0
 1010.10101010101 0
 2020.20202020202 0
 3030.30303030303 0
 4040.40404040404 1
 5050.50505050505 4
 6060.60606060606 4
 7070.70707070707 4
 8080.808080808079 4
 9090.90909090909 4
 10101.0101010101 4
 11111.11111111111 61
 12121.21212121212 51
 13131.31313131313 49
 14141.41414141414 46
 15151.51515151515 44
 16161.61616161616 43
 17171.71717171717 40
 18181.81818181818 39
 19191.91919191919 38
 20202.02020202021 36
 21212.12121212122 30
 22222.22222222223 53
 23232.32323232324 52
 24242.42424242425 49
 25252.52525252526 48
 26262.62626262627 48
 27272.72727272728 45
 28282.82828282829 40
 29292.9292929293 37
 30303.03030303031 37
 31313.13131313132 36
 32323.23232323233 31
 33333.33333333334 30
 34343.43434343435 28
 35353.53535353536 27
 36363.63636363637 26
 37373.73737373739 23
 38383.8383838384 22
 39393.93939393941 20
 40404.04040404042 17
 41414.14141414143 17
 42424.24242424244 16
 43434.34343434345 16
 44444.44444444446 16
 45454.54545454547 14
 46464.64646464648 13
 47474.74747474749 12
 48484.8484848485 12
 49494.94949494951 12
 50505.05050505052 12
 51515.15151515153 12
 52525.25252525254 11
 53535.35353535356 15
 54545.45454545457 16
 55555.55555555558 15
 56565.65656565659 15
 57575.7575757576 14
 58585.85858585861 13
 59595.95959595962 11
 60606.06060606063 11
 61616.16161616164 10
 62626.26262626265 10
 63636.36363636366 9
 64646.46464646467 9
 65656.56565656568 9
 66666.66666666669 9
 67676.76767676769 6
 68686.86868686869 6
 69696.9696969697 6
 70707.0707070707 6
 71717.1717171717 5
 72727.27272727271 5
 73737.37373737371 4
 74747.47474747471 4
 75757.57575757572 4
 76767.67676767672 4
 77777.77777777772 4
 78787.87878787873 4
 79797.97979797973 4
 80808.08080808073 4
 81818.18181818174 4
 82828.28282828274 4
 83838.38383838374 3
 84848.48484848475 3
 85858.58585858575 3
 86868.68686868675 2
 87878.78787878776 2
 88888.88888888876 2
 89898.98989898976 1
 90909.09090909077 1
 91919.19191919177 1
 92929.29292929277 1
 93939.39393939378 1
 94949.49494949478 1
 95959.59595959578 1
 96969.69696969679 1
 97979.79797979779 1
 98989.89898989879 1
 99999.9999999998 1
